company_name,Street_Address,City_Address,Telephone,email,websiteurl,ul,tags
Autobedrijf L.C. Lingmont,Tidemanstraat 11 - 13,3022 SB Rotterdam,010-4763210,l.c.lingmont@upcmail.nl,,https://www.bovag.nl/Leden/Autobedrijf-L-C-Lingmont,[]
Handelsonderneming Edwin Eger,Noordeinde 25 a,2761 BN Zevenhuizen ZH,06-53771392,info@edwineger.nl,www.edwineger.nl,https://www.bovag.nl/Leden/Handelsonderneming-Edwin-Eger,[]
Chevron Netherlands B.V.,Petroleumweg 32 ,3196 KD VONDELINGENPLAATROTTERD.,010-2951400,onno.dijkstra@chevron.com,www.chevronlubricants.com,https://www.bovag.nl/Leden/Chevron-Netherlands-B-V,[]
Autobedrijf Jaap Eindhoven,Noordeinde 25 a,2761 BN Zevenhuizen ZH,0180-638011,info@jaapeindhoven.nl,www.jaapeindhoven.nl,https://www.bovag.nl/Leden/Autobedrijf-Jaap-Eindhoven,[]
V.O.F. Theo van Zanten Tweewielers,Dorpsstraat 176 ,2391 CH Hazerswoude-Dorp,0172-588605,info@theovanzanten.nl,www.theovanzanten.nl,https://www.bovag.nl/Leden/V-O-F-Theo-van-Zanten-Tweewielers,[]
Garage Koppers B.V.,Dorpsstraat 75 ,2361 AV Warmond,071-3010283,info@garagekoppers.nl,www.garagekoppers.nl,https://www.bovag.nl/Leden/Garage-Koppers-B-V,[]
Bikers' Best,Noordsingel 3 ,3035 EG Rotterdam,010-4662916,bikersbestrotterdam@hetnet.nl,www.bikersbestrotterdam.com,https://www.bovag.nl/Leden/Bikers-Best,[]
Hertz Rotterdam (Weena),Weena 699 ,3013 AM Rotterdam,010-4046088,nertm60@hertz.com,www.hertz.nl,https://www.bovag.nl/Leden/Hertz-Rotterdam-(Weena),[]
Rent n Go,Aelbrechtskade 129 B,3023 JG Rotterdam,010-2449929,info@rent-n-go.nl,www.rent-n-go.nl,https://www.bovag.nl/Leden/Rent-n-Go,[]
V.O.F. Struckman Recreatie,Swanlaweg 4 ,2761 BC Zevenhuizen ZH,0180- 633883,info@struckman.nl,www.struckman.nl,https://www.bovag.nl/Leden/V-O-F-Struckman-Recreatie,[]
Wärtsilä Voyage Netherlands B.V.,Havenstraat 21 ,3115 HC Schiedam,088-9802000,johan.bezemer@wartsila.com,https://www.wartsila.com/nld,https://www.bovag.nl/Leden/Wartsila-Voyage-Netherlands-B-V,[]
Bike Totaal Zevenhuizen  V.O.F.,Dorpsstraat 103 ,2761 AN Zevenhuizen ZH,0180-634788,info@biketotaalboode.nl,www.biketotaalboode.nl,https://www.bovag.nl/Leden/Bike-Totaal-Zevenhuizen-V-O-F,[]
Rijschool Actief,Hooidrift 206 ,3023 KZ Rotterdam,010-4781478,info@autorijschoolactief.nl,www.autorijschoolactief.nl,https://www.bovag.nl/Leden/Rijschool-Actief,[]
Shell Nederland Verkoopmaatschappij B.V.,Weena 70 ,3012 CM Rotterdam,010-4415000,bertram.vandenberg@shell.com,www.shell.com,https://www.bovag.nl/Leden/Shell-Nederland-Verkoopmaatschappij-B-V-(1),[]
Shell Nederland Verkoopmaatschappij B.V.,Weena 70 ,3012 CM Rotterdam,010-4415000,roelinda.tenpas@shell.com,www.shell.com,https://www.bovag.nl/Leden/Shell-Nederland-Verkoopmaatschappij-B-V,[]
Sixt B.V.,Weena 10 ,3012 CM Rotterdam,010-4627221,klantenservice@sixt.com,www.sixt.com,https://www.bovag.nl/Leden/Sixt-B-V-(10),[]
Automobielbedrijf J. Schipper,Vlambloem 126 ,3068 JE Rotterdam,010-4569492,garageschipper@hetnet.nl,,https://www.bovag.nl/Leden/Automobielbedrijf-J-Schipper,[]
Autobedrijf De Koning Rotterdam,Vlambloem 40 -48,3068 JE Rotterdam,010-4207111,info@mdekoning.nl,www.mdekoning.nl,https://www.bovag.nl/Leden/Autobedrijf-De-Koning-Rotterdam,[]
Autobedrijf Spiering B.V.,Vlambloem 1 ,3068 JE Rotterdam,010-4565656,info@spiering-pluym.nl,www.spiering-pluym.nl,https://www.bovag.nl/Leden/Autobedrijf-Spiering-B-V,[]
Autobedrijf Alert,Koepelstraat 22 ,3031 VC Rotterdam,010-4121586,info@autobedrijfalert.nl,www.autobedrijfalert.nl,https://www.bovag.nl/Leden/Autobedrijf-Alert,[]
Vai Vai Scooters B.V.,Kortebrantstraat 12 ,3031 PP Rotterdam,010-2406161,crediteuren@vaivaiscooters.nl,https://www.vaivaivespa.nl,https://www.bovag.nl/Leden/Vai-Vai-Scooters-B-V,[]
Autobedrijf Schoonoord,Herenstraat 8 ,2215 KH Voorhout,0252-220021,info@autobedrijfschoonoord.nl,www.autobedrijfschoonoord.nl,https://www.bovag.nl/Leden/Autobedrijf-Schoonoord,[]
Theo's Tweewielershop,Losplaatsweg 6 ,2201 CV Noordwijk ZH,071-3612940,info@theos-tweewielershop.nl,www.theos-tweewielershop.nl,https://www.bovag.nl/Leden/Theo-s-Tweewielershop,[]
Autobedrijf Bos Hazerswoude,Dorpsstraat 9 ,2391 BA Hazerswoude-Dorp,0172-589234,info@autobedrijf-bos.nl,www.autobedrijf-bos.nl,https://www.bovag.nl/Leden/Autobedrijf-Bos-Hazerswoude,[]
Autoservice Roadrunner,Satijnbloem 35 ,3068 JP Rotterdam,010-4202959,info@autoserviceroadrunner.com,www.autoserviceroadrunner.com,https://www.bovag.nl/Leden/Autoservice-Roadrunner,[]
V.O.F. Tweewielercentrum Van der Post,Frederik van Eedenplein 4 A,2394 EB Hazerswoude-Rijndijk,071-3412917,info@vanderpost.nl,www.vanderpost.nl,https://www.bovag.nl/Leden/V-O-F-Tweewielercentrum-Van-der-Post,[]
Vakgarage Boode B.V.,Nijverheidscentrum 4 ,2761 JP Zevenhuizen ZH,0180-631420,vakgarage@boode.info,www.vakgarage-boode.nl,https://www.bovag.nl/Leden/Vakgarage-Boode-B-V,[]
JUIZZ B.V.,Mariniersweg 38 ,3011 NP Rotterdam,010-3020017,rotterdam@juizz.nl,www.juizz.nl,https://www.bovag.nl/Leden/JUIZZ-B-V-(5),[]
Van der Plaats Motorenhandel,Noordelijke Dwarsweg 98 ,2761 GD Zevenhuizen ZH,0180-633972,info@plaatsmotoren.nl,www.plaatsmotoren.nl,https://www.bovag.nl/Leden/Van-der-Plaats-Motorenhandel,[]
Automobielbedrijf W. van Treuren,Dwerggras 15 ,3068 PC Rotterdam,010-4771936,info@garagevantreuren.nl,www.garagevantreuren.nl,https://www.bovag.nl/Leden/Automobielbedrijf-W-van-Treuren,[]
Roerade Fietsen B.V.,Pearl Buckplaats 27 ,3069 BZ Rotterdam,010-4559757,info@roerade.nl,www.roerade.nl,https://www.bovag.nl/Leden/Roerade-Fietsen-B-V,[]
Motorenfabriek De Sutter B.V.,Nijverheidscentrum 18 ,2761 JP Zevenhuizen ZH,0180-314844,info@desutter.nl,www.desutter.nl,https://www.bovag.nl/Leden/Motorenfabriek-De-Sutter-B-V,[]
Breeland B.V.,Seggelant-Oost 9 ,3237 MH Vierpolders,010  2424000,info@breeland.nl,www.breeland.nl,https://www.bovag.nl/Leden/Breeland-B-V-(1),[]
Fietsenwarenhuis B.V.,Herenstraat 81 ,2215 KG Voorhout,0252-212090,info@fietsenwarenhuis.nl,www.fietsenwarenhuis.nl,https://www.bovag.nl/Leden/Fietsenwarenhuis-B-V,[]
Auto van der Burgh Brielle,Seggelant-Oost 8 ,3237 MH Vierpolders,0181-322020,klantencontact@burgh.nl,www.autovanderburgh.nl,https://www.bovag.nl/Leden/Auto-van-der-Burgh-Brielle-(1),[]
Autobedrijf van Schie Hazerswoude,Rijndijk 296 ,2394 CG Hazerswoude-Rijndijk,071-3419090,info@vanschie.nl,www.vanschie.nl,https://www.bovag.nl/Leden/Autobedrijf-van-Schie-Hazerswoude,[]
D.C.B. Seggelant B.V.,Seggelant-Zuid 1 ,3237 ME Vierpolders,0181-472499,c.klein@dcberkel.nl,www.dcberkel.nl,https://www.bovag.nl/Leden/D-C-B-Seggelant-B-V,[]
Automobielbedrijf Kalfsbeek (Brielle),Seggelant-Oost 4 ,3237 MH Vierpolders,0181-409050,info@kalfsbeekbmw.nl,www.kalfsbeekbmw.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Kalfsbeek-(Brielle),[]
Jan van Dijk Brielle,Seggelant-Zuid 8 ,3237 ME Vierpolders,0181-413777,info@janvandijk.nl,www.janvandijk.nl,https://www.bovag.nl/Leden/Jan-van-Dijk-Brielle,[]
Witmer & Odijk BV,Wasbeeklaan 3 a,2361 HG Warmond,071-5790534,witmer@witmerodijk.nl,www.witmerodijk.nl,https://www.bovag.nl/Leden/Witmer-Odijk-BV,[]
Steenhoven Garage- en Takelbedrijven B.V.,Pastoriedijk 66 ,3195 HG Pernis Rt,010-4162622,garage@steenhovenbv.nl,www.steenhovenbv.nl,https://www.bovag.nl/Leden/Steenhoven-Garage-en-Takelbedrijven-B-V,[]
Autorijschool M. Gravekamp,Veldzuringstraat 20 ,2215 WK Voorhout,0252-221626,mario.gravekamp@ziggo.nl,www.mariogravekamp.nl,https://www.bovag.nl/Leden/Autorijschool-M-Gravekamp,[]
Mobility Centre De Jong Rotterdam,Hoofdweg 137 ,3067 GD Rotterdam,010-8504550,info@mobilitycentre.nl,www.mobilitycentre.nl,https://www.bovag.nl/Leden/Mobility-Centre-De-Jong-Rotterdam,[]
Mega Bike B.V.,Oostmolenwerf 11 ,3011 TL Rotterdam,010-4253412,rotterdam@megabike.eu,www.megabike.nl,https://www.bovag.nl/Leden/Mega-Bike-B-V,[]
DAVO Rotterdam,Metaalhof 27 ,3067 GM Rotterdam,070-8502000,info@davogroep.nl,www.davogroep.nl,https://www.bovag.nl/Leden/DAVO-Rotterdam,[]
Garage Amso BV,Aluminiumstraat 18 ,3067 GS Rotterdam,010-4216600,garageamso@gmail.com,www.amsor.nl,https://www.bovag.nl/Leden/Garage-Amso-BV,[]
Mooijekind Fietsen,Schoolstraat 45 ,2202 HD Noordwijk ZH,071-3612826,info@mooijekind-fietsen.nl,www.mooijekind-fietsen.nl,https://www.bovag.nl/Leden/Mooijekind-Fietsen,[]
Zeeuw & Zeeuw Kia Rotterdam,Hoofdweg 163 ,3067 GE Rotterdam,010-3040330,verkoop.kia-rotterdam@zeeuwenzeeuw.nl,www.zeeuwenzeeuw.nl,https://www.bovag.nl/Leden/Zeeuw-Zeeuw-Kia-Rotterdam,[]
Carshop Servicecenter B.V.,Metaalhof 46 ,3067 GM Rotterdam,010-3160300,info@carshopservicecenter.nl,www.carshopservicecenter.nl,https://www.bovag.nl/Leden/Carshop-Servicecenter-B-V,[]
Autobedrijf Noteboom Rotterdam Noord B.V.,Metaalstraat 5 ,3067 GV Rotterdam,010-8504150,info@noteboom.nl,www.noteboom.nl,https://www.bovag.nl/Leden/Autobedrijf-Noteboom-Rotterdam-Noord-B-V,[]
V.O.F. Automobielbedrijf Kloppers,Metaalhof 54 -56,3067 GM Rotterdam,010-4554980,info@kloppers-autobedrijf.nl,www.kloppers-autobedrijf.nl,https://www.bovag.nl/Leden/V-O-F-Automobielbedrijf-Kloppers,[]
Europcar Rotterdam,Metaalhof 60 ,3067 GM Rotterdam,010-2866568,rotterdamalexander@europcar.nl,www.europcar.nl,https://www.bovag.nl/Leden/Europcar-Rotterdam,[]
Vereniging Centraal Bureau voor de Rijn- en Binnenvaart,Vasteland 78 ,3011 BN ROTTERDAM,cbrb@binnenvaart.nl,,,https://www.bovag.nl/Leden/Vereniging-Centraal-Bureau-voor-de-Rijn-en-Binnenv,[]
Autoschadehuis Rotterdam,Metaalhof 65 ,3067 GM Rotterdam,010-2865900,rotterdam@autoschadehuis.nl,www.autoschadehuis.nl,https://www.bovag.nl/Leden/Autoschadehuis-Rotterdam,[]
Scania Nederland B.V.,Anton Philipsweg 15 ,2171 KX Sassenheim,071-4090330,Nick.van.leeuwen@scania.com,www.scania.nl,https://www.bovag.nl/Leden/Scania-Nederland-B-V-(35),[]
Garage Gert Kerkvliet B.V.,Hoogewaard 79 ,2396 AG Koudekerk aan den Rijn,071-3412766,gertkerkvliet@hetnet.nl,www.gertkerkvlietautos.nl,https://www.bovag.nl/Leden/Garage-Gert-Kerkvliet-B-V,[]
H. Schipper Alexanderpolder B.V.,Hendrick Staetsweg 52 ,3067 XH Rotterdam,010  4201777,administratie@schipperbenzinestations.nl,www.schippertankstations.nl,https://www.bovag.nl/Leden/H-Schipper-Alexanderpolder-B-V,[]
Stern 3F Rotterdam Noord,Koperstraat 15 ,3067 GL Rotterdam,010-2070707,receptie.rotterdam.noord.ford@stern.nl,www.stern.nl,https://www.bovag.nl/Leden/Stern-3F-Rotterdam-Noord,[]
Autobedrijf Voorne,Langeweg 2 ,3233 LM Oostvoorne,0181-418888,info@autobedrijfvoorne.nl,https://www.autobedrijfvoorne.nl,https://www.bovag.nl/Leden/Autobedrijf-Voorne,[]
Van Mossel Renault Rotterdam,Koperstraat 16 ,3067 GL Rotterdam,010-2071111,rdn.rotterdamnoord@vanmossel.nl,www.vanmosselvkv.nl,https://www.bovag.nl/Leden/Van-Mossel-Renault-Rotterdam,[]
Van Mossel VKV Nissan Rotterdam,Koperstraat 18 ,3067 GL Rotterdam,104563333,rdn.rotterdamnoord@vanmossel.nl,https://www.vanmosselvkv.nl/vestigingen/vkv-nissan-rotterdam/,https://www.bovag.nl/Leden/Van-Mossel-VKV-Nissan-Rotterdam,[]
Ten Hoope,Wasbeekerlaan 53 ,2171 AE Sassenheim,0252-210756,info@tenhoope-banden.nl,www.tenhoope-banden.nl,https://www.bovag.nl/Leden/Ten-Hoope,[]
Auto Center Oostvoorne,Langeweg 5 ,3233 LM Oostvoorne,0181-482755,info@autocenteroostvoorne.nl,www.autocenteroostvoorne.nl,https://www.bovag.nl/Leden/Auto-Center-Oostvoorne,[]
SmartHuren.nl,Dinkel 5 ,3068 HB Rotterdam,010-3072791,info@smarthuren.nl,www.smarthuren.nl,https://www.bovag.nl/Leden/SmartHuren-nl,[]
Philipsen,Oostzeedijk 164 ,3063 BL Rotterdam,010-4143222,philipsentweewielers@hotmail.com,www.philipsentweewielers.nl,https://www.bovag.nl/Leden/Philipsen,[]
Voorne Tweewielers,Burg Letteweg 42 ,3233 AG Oostvoorne,0181-486752,info@voornetweewielers.nl,www.voornetweewielers.nl,https://www.bovag.nl/Leden/Voorne-Tweewielers,[]
De Lier Verkeersopleidingen,Oostzeedijk 154 A,3063 BK Rotterdam,06-24690469,info@delierverkeersopleidingen.nl,www.delierverkeersopleidingen.nl,https://www.bovag.nl/Leden/De-Lier-Verkeersopleidingen,[]
Van 't Hart Autoverhuur B.V.,Kortekade 86 B,3062 GW Rotterdam,010-4520333,info@hartautoverhuur.nl,www.hartautoverhuur.nl,https://www.bovag.nl/Leden/Van-t-Hart-Autoverhuur-B-V,[]
Louwman Peugeot Rotterdam,Autolettestraat 8 ,3063 NP Rotterdam,010-8504370,peugeot.rotterdam@louwman.nl,www.louwman.nl,https://www.bovag.nl/Leden/Louwman-Peugeot-Rotterdam,[]
Truckwash 1 Maasvlakte B.V.,Luzonstraat 10 ,3199 KX Maasvlakte Rt,0181-442560,maasvlakte@truckwash1group.nl,www.truckwash1group.nl,https://www.bovag.nl/Leden/Truckwash-1-Maasvlakte-B-V,[]
Sixt B.V.,Kleine Beer 601 ,3067 ZW Rotterdam,010-4627221,klantenservice@sixt.com,www.sixt.com,https://www.bovag.nl/Leden/Sixt-B-V-(4),[]
Caravanstalling Dorrepaal B.V.,Hoogewaard 151 ,2396 AN Koudekerk aan den Rijn,071-3412417,info@stallingrustroest.nl,www.stallingrustroest.nl,https://www.bovag.nl/Leden/Caravanstalling-Dorrepaal-B-V,[]
Vakgarage F&M Auto's,Denemarkenlaan 4 ,2391 PZ Hazerswoude-Dorp,0172-533768,info@vakgaragefm.nl,www.vakgaragefm.nl,https://www.bovag.nl/Leden/Vakgarage-F-M-Auto-s,[]
Profile Van Oudenaarden,'t Woud 4 ,3232 LN Brielle,0181-413351,johan@profilevanoudenaarden.nl,www.profilevanoudenaarden.nl,https://www.bovag.nl/Leden/Profile-Van-Oudenaarden,[]
Fred Motoren B.V.,Stieltjesplein 15 - 17,3071 JS Rotterdam,010-4860380,kantoor@fredmotoren.nl,www.fredmotoren.nl,https://www.bovag.nl/Leden/Fred-Motoren-B-V,[]
Automobielbedrijf Gebr. Groenenberg,'t Woud 8 ,3232 LN Brielle,0181-417534,garagegroenenberg@gmail.com,www.garagegroenenbergbrielle.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Gebr-Groenenberg,[]
Garage van Eendenburg,'t Woud 55 ,3232 LN Brielle,0181-416443,info@garagevaneendenburg.nl,https://www.eendenburg.nl/,https://www.bovag.nl/Leden/Garage-van-Eendenburg,[]
Car Care Rotterdam Oost,Anthonetta Kuijlstraat 17 ,3066 GS Rotterdam,010-7510596,carcarerotterdam@gmail.com,www.carcarerotterdam.nl,https://www.bovag.nl/Leden/Car-Care-Rotterdam-Oost,[]
Willem Bakker,Hoofdstraat 133 ,2171 BA Sassenheim,0252-219038,info@willembakker.nl,www.willembakker.nl,https://www.bovag.nl/Leden/Willem-Bakker,[]
Autobedrijf Jos Enthoven,'t Woud 18 ,3232 LN Brielle,0181-417775,info@josenthoven.nl,www.josenthoven.nl,https://www.bovag.nl/Leden/Autobedrijf-Jos-Enthoven,[]
Autobedrijf Saco Wientjes,Schotlandlaan 4 ,2391 PP Hazerswoude-Dorp,0172 -210863,info@sacowientjes.nl,www.sacowientjes.nl,https://www.bovag.nl/Leden/Autobedrijf-Saco-Wientjes,[]
Winters Recreatie en Techniek,Belgiëlaan 7 ,2391 PH Hazerswoude-Dorp,0172-210752,info@wintersrecreatie.nl,www.wintersrecreatie.nl,https://www.bovag.nl/Leden/Winters-Recreatie-en-Techniek,[]
Doolaard Truck en Bestelwagen Center,Hoefsmidstraat 31 ,3194 AA Hoogvliet Rt,010-2313313,info@doolaardbedrijfswagens.nl,www.doolaardbedrijfswagens.nl,https://www.bovag.nl/Leden/Doolaard-Truck-en-Bestelwagen-Center,[]
Kwakernaak Bedrijfswagens B.V.,Logistiekweg 4 ,2742 RE Waddinxveen,0180-634057,info@kwakernaak-bedrijfswagens.nl,www.kwakernaak-bedrijfswagens.nl,https://www.bovag.nl/Leden/Kwakernaak-Bedrijfswagens-B-V,[]
Caravancentrum Tinte,Ruigendijk 4 - B,3234 LC Tinte,0181-484243,info@caravancentrumtinte.nl,www.caravancentrumtinte.nl,https://www.bovag.nl/Leden/Caravancentrum-Tinte,[]
V.O.F. Autobedrijf Ketting en Zn.,Pottebakkerstraat 19 ,3194 AD Hoogvliet Rt,010-4169782,auto.ketting@planet.nl,www.vakgarageketting.nl,https://www.bovag.nl/Leden/V-O-F-Autobedrijf-Ketting-en-Zn,[]
van Rooijen Automotive,Belgielaan 3 ,2391 PH Hazerswoude-Dorp,0172 748974,info@vanrooijenautos.nl,www.vanrooijenautos.nl,https://www.bovag.nl/Leden/van-Rooijen-Automotive,[]
Garagebedrijf 'Kralingen',Anthonetta Kuijlstraat 104 - 106,3066 GS Rotterdam,010-2204123,info@garagekralingen.nl,www.garagekralingen.nl,https://www.bovag.nl/Leden/Garagebedrijf-Kralingen,[]
ABS Skiljan,Hoofdweg 8 ,2908 LC Capelle aan den IJssel,010-4586200,info@absskiljan.nl,www.autoschadeskiljan.nl,https://www.bovag.nl/Leden/ABS-Skiljan,[]
Select Autocentrum B.V.,Hoofdweg 12 ,2908 LC Capelle aan den IJssel,010-4516927,info@selectautocentrum.nl,www.selectautocentrum.nl,https://www.bovag.nl/Leden/Select-Autocentrum-B-V,[]
Garagebedrijf A. Borst & Zn.,Parklaan 60 ,2171 EG Sassenheim,0252-214625,garageborst@hetnet.nl,www.garageborst.nl,https://www.bovag.nl/Leden/Garagebedrijf-A-Borst-Zn,[]
Scania Nederland B.V.,Steenhouwerstraat 10 ,3194 AG Hoogvliet Rt,010-2310870,ronaldsteigenga@scania.nl,www.scania.nl,https://www.bovag.nl/Leden/Scania-Nederland-B-V-(15),[]
Auto Verhoeve,Hoofdweg 30 ,2908 LC Capelle aan den IJssel,010-4589036,info@auto-verhoeve.nl,https://www.auto-verhoeve.nl,https://www.bovag.nl/Leden/Auto-Verhoeve,[]
Garage Goudkuil,Hoogewaard 195 ,2396 AR Koudekerk aan den Rijn,071-5429703,info@garagegoudkuil.nl,www.garagegoudkuil.nl,https://www.bovag.nl/Leden/Garage-Goudkuil,[]
Orange Schade B.V.,Oppermanstraat 38 -40,3194 AC Hoogvliet Rt,010-4161505,info@orangeschade.nl,www.orangeschade.nl,https://www.bovag.nl/Leden/Orange-Schade-B-V-(1),[]
Musa Automobielen,Karel de Stoutestraat 8 ,3082 BH Rotterdam,010-4955354,info@musaauto.nl,www.musaauto.nl,https://www.bovag.nl/Leden/Musa-Automobielen,[]
Scania Nederland B.V.,Transportweg 4 ,2742 RH Waddinxveen,0182-528655,jillert.pont@scania.com,www.scania.nl,https://www.bovag.nl/Leden/Scania-Nederland-B-V-(10),[]
Cito Automobiel B.V.,Klaverbaan 62 ,2908 KD Capelle aan den IJssel,010-4662536,info@citoautobedrijf.nl,www.citoautobedrijf.nl,https://www.bovag.nl/Leden/Cito-Automobiel-B-V,[]
Van Leeuwen Truckservice B.V.,Transportweg 32 ,2742 RH Waddinxveen,0180-639300,info@leeuwentrucks.nl,www.leeuwentrucks.nl,https://www.bovag.nl/Leden/Van-Leeuwen-Truckservice-B-V,[]
Autotaalglas Hoogvliet,Mandenmakerstraat 126 ,3194 DG Hoogvliet Rt,010-4387126,hgv@autotaalglas.nl,www.autotaalglas.nl,https://www.bovag.nl/Leden/Autotaalglas-Hoogvliet,[]
Benzinestation H. Schipper B.V. Capelle ad IJssel,Burg van Dijklaan 1 ,2907 LK Capelle aan den IJssel,010-4201777,administratie@schipperbenzinestations.nl,www.schippertankstations.nl,https://www.bovag.nl/Leden/Benzinestation-H-Schipper-B-V-Capelle-ad-IJssel,[]
Automobielbedrijf Van Ekris Alphen aan den Rijn B.V.,Zwanendrift 2 ,2408 AZ Alphen aan den Rijn,0172-5714371,alphen@vanekris.nl,www.vanekris.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Van-Ekris-Alphen-aan-den-Rijn-B-,[]
Leensvaart Rijwielen B.V.,Nico de Regtplein 3 ,3218 XW Heenvliet,0181-661845,info@leensvaart.nl,www.leensvaart.nl,https://www.bovag.nl/Leden/Leensvaart-Rijwielen-B-V,[]
Kempenaar Alphen aan den Rijn B.V.,Zwanendrift 4 ,2408 AZ Alphen aan den Rijn,0172-469555,info@kempenaar-renault.nl,www.kempenaar-renault.nl,https://www.bovag.nl/Leden/Kempenaar-Alphen-aan-den-Rijn-B-V,[]
Van Hulst Sassenheim B.V.,Kerklaan 57 ,2171 GB Sassenheim,0252-222550,kerklaan@biketotaalvanhulst.nl,www.biketotaalvanhulst.nl,https://www.bovag.nl/Leden/Van-Hulst-Sassenheim-B-V,[]
Maas Autogroep Alphen aan den Rijn,Curieweg 5 ,2408 BZ Alphen aan den Rijn,0172-427427,info@maasautogroep.nl,www.maasautogroep.nl,https://www.bovag.nl/Leden/Maas-Autogroep-Alphen-aan-den-Rijn,[]
Zeeuw Automotive Rotterdam,Jacques Dutilhweg 443 ,3065 HJ Rotterdam,010-2020561,info@zeeuw.nl,www.zeeuw.nl,https://www.bovag.nl/Leden/Zeeuw-Automotive-Rotterdam,[]
Van der Boon Auto's Alphen BV,Curieweg 3 ,2408 BZ Alphen aan den Rijn,0172-473216,verkoop.alphen@vdboon.nl,www.vdboon.nl,https://www.bovag.nl/Leden/Van-der-Boon-Auto-s-Alphen-BV,[]
W. van der Meijden BV Autotransport,Hoogewaard 225 ,2396 AS Koudekerk aan den Rijn,071-3420020,pieter@wvandermeijden.nl,www.wvandermeijden.nl,https://www.bovag.nl/Leden/W-van-der-Meijden-BV-Autotransport,[]
Motorhuis Alphen,Curieweg 9 ,2408 BZ Alphen aan den Rijn,0172-460960,alphen@motorhuis.nl,www.motorhuis.nl,https://www.bovag.nl/Leden/Motorhuis-Alphen,[]
Garage van Dijk Sassenheim,Industriekade 34 b,2172 HW Sassenheim,0252-227628,info@garagevandijk.nl,www.garagevandijk.nl,https://www.bovag.nl/Leden/Garage-van-Dijk-Sassenheim,[]
Klein Caravans B.V.,Maalderij 2 ,2913 LZ Nieuwerkerk ad IJssel,0180-316195,info@kleincaravans.nl,www.kleincaravans.nl,https://www.bovag.nl/Leden/Klein-Caravans-B-V,[]
Busch Automotive B.V.,Curieweg 13 ,2408 BZ Alphen aan den Rijn,0172-611377,info@busch-automotive.nl,www.busch-automotive.nl,https://www.bovag.nl/Leden/Busch-Automotive-B-V,[]
Autowinkel B.V.,Curieweg 11 ,2408 BZ Alphen aan den Rijn,0172-204030,alphen@autowinkel.nl,www.autowinkel.nl,https://www.bovag.nl/Leden/Autowinkel-B-V-(1),[]
Vakgarage de Wit B.V.,Hoofdweg-Noord 3 ,2913 LB Nieuwerkerk ad IJssel,0180-315586,vakgaragedewit@online.nl,www.vakgaragedewit.nl,https://www.bovag.nl/Leden/Vakgarage-de-Wit-B-V,[]
Auto Bakker B.V.,Industriekade 16 A,2172 HV Sassenheim,0252-224224,info@autobakker.nl,www.autobakker.nl,https://www.bovag.nl/Leden/Auto-Bakker-B-V,[]
Garagebedrijf P.J. Rotteveel V.O.F.,Zuidweg 16 A,2375 AS Rijpwetering,071-5018667,garage.rotteveel@hetnet.nl,,https://www.bovag.nl/Leden/Garagebedrijf-P-J-Rotteveel-V-O-F,[]
Auto Cors,Loosterweg 2 a,2215 TL Voorhout,0252-232010,info@autocors.nl,www.autocors.nl,https://www.bovag.nl/Leden/Auto-Cors,[]
Autobedrijf J.T. van Steijn,Teylingerlaan 82 -A,2215 RT Voorhout,0252-214248,info@jtsauto.nl,www.jtsauto.nl,https://www.bovag.nl/Leden/Autobedrijf-J-T-van-Steijn,[]
Autoschade Buntsma B.V.,A. van Leeuwenhoekweg 43 ,2408 AK Alphen aan den Rijn,0172-471000,info@absbuntsma.nl,www.absbuntsma.nl,https://www.bovag.nl/Leden/Autoschade-Buntsma-B-V,[]
Smits Autobedrijf B.V.,Beethovenlaan 74 ,2742 CH Waddinxveen,0182-613669,info@smitsauto.nl,www.smitsauto.nl,https://www.bovag.nl/Leden/Smits-Autobedrijf-B-V-(1),[]
Wielaard Fietsen,Dorpstraat 26 ,2742 AJ Waddinxveen,0182-612009,info@wielaardfietsen.nl,www.wielaardfietsen.nl,https://www.bovag.nl/Leden/Wielaard-Fietsen,[]
Firma P.J. Abbring en Zn.,Hoofdweg-Zuid 12 ,2912 ED Nieuwerkerk ad IJssel,0180-313573,info@abbring.com,www.abbring.com,https://www.bovag.nl/Leden/Firma-P-J-Abbring-en-Zn,[]
Auto Service Dienst Maasboulevard B.V.,Carnisselaan 13 A,3083 HA Rotterdam,010-4800800,admin@garagemaasboulevard.nl,www.garagemaasboulevard.nl,https://www.bovag.nl/Leden/Auto-Service-Dienst-Maasboulevard-B-V,[]
Volvo Group Truck Center Alphen aan den Rijn,Rontgenweg 18 ,2408 AB Alphen aan den Rijn,088-8822460,richard.van.horik@volvo.com,www.volvotrucks.nl,https://www.bovag.nl/Leden/Volvo-Group-Truck-Center-Alphen-aan-den-Rijn,[]
A. Boom Tweewielers B.V.,Jacques Dutilhweg 201 ,3065 KA Rotterdam,010-4470110,info@boomtweewielers.nl,www.boomtweewielers.nl,https://www.bovag.nl/Leden/A-Boom-Tweewielers-B-V-(1),[]
Van Rijswijk Autoservice,Eerste Tochtweg 13 b,2913 LN Nieuwerkerk ad IJssel,180316338,info@vanrijswijkautoservice.nl,www.vanrijswijkautoservice.nl,https://www.bovag.nl/Leden/Van-Rijswijk-Autoservice,[]
